,head_full [m],head [m],rr [mm/d],tn [C],tx [C],stage [m],et [mm/d]
2020-02-17,153.1545,,0.0000,5.5556,-5.5556,1.2313,1.0895
2020-02-18,153.1180,,0.0000,6.1111,-5.0000,1.2100,1.1372
2020-02-19,153.1240,,4.0640,3.8889,-2.2222,1.2466,0.8663
2020-02-20,153.0722,,0.0000,5.0000,-7.7778,1.2191,1.1138
2020-02-21,153.0448,,0.0000,0.0000,-13.3333,1.1582,0.7769
2020-02-22,153.0296,,0.0000,-0.5556,-13.3333,1.1338,0.7500
2020-02-23,153.0021,,0.0000,7.2222,-9.4444,1.1277,1.3393
2020-02-24,152.9747,,0.0000,10.5556,-6.1111,1.1277,1.6303
2020-02-25,152.9534,,0.0000,15.5556,-5.5556,1.1247,2.1189
2020-02-26,152.9229,,5.3340,11.6667,0.5556,1.1887,1.6321
2020-02-27,152.9534,,26.1620,7.2222,3.8889,1.3868,0.8826
2020-02-28,152.9442,,0.5080,5.5556,-5.0000,1.3776,1.2233
2020-02-29,152.9564,,0.0000,1.6667,-8.3333,1.2649,0.9602
2020-03-01,152.9473,,0.0000,1.1111,-9.4444,1.1917,0.9393
2020-03-02,152.9473,,0.0000,2.2222,-7.7778,1.1612,1.0199
2020-03-03,152.9503,,0.0000,13.8889,-5.0000,1.1643,2.1128
2020-03-04,152.9564,,4.8260,16.1111,1.6667,1.1887,2.2504
2020-03-05,152.9077,,0.0000,10.0000,0.5556,1.1551,1.5851
2020-03-06,152.8833,,0.0000,8.8889,-4.4444,1.1277,1.6468
2020-03-07,152.8711,,1.5240,7.2222,-5.0000,1.1094,1.5035
2020-03-08,152.8284,,0.0000,5.0000,-3.3333,1.0881,1.2359
2020-03-09,152.8132,,0.0000,13.3333,-1.6667,1.0759,2.1353
2020-03-10,152.8071,,0.0000,21.1111,4.4444,1.0728,2.9620
2020-03-11,152.7827,,0.0000,18.3333,1.1111,1.0698,2.7301
2020-03-12,152.7522,,0.0000,9.4444,-2.2222,1.0576,1.7557
2020-03-13,152.7522,,6.8580,8.3333,-1.1111,1.1643,1.5957
2020-03-14,152.7309,,8.6360,16.6667,0.0000,1.2130,2.6250
2020-03-15,152.7065,,0.0000,10.0000,0.0000,1.1429,1.7859
2020-03-16,152.6913,,0.0000,9.4444,-6.1111,1.0942,1.9144
2020-03-17,152.7034,,1.2700,6.1111,-6.6667,1.0820,1.5741
2020-03-18,152.6913,,0.2540,9.4444,-1.6667,1.0789,1.8416
2020-03-19,152.6973,,21.0820,12.7778,-1.6667,1.2710,2.2862
2020-03-20,152.7522,,3.0480,6.6667,1.6667,1.3258,1.2753
2020-03-21,152.7522,,0.2540,17.7778,1.1111,1.2405,2.9293
2020-03-22,152.7583,,0.0000,9.4444,-5.5556,1.1673,2.0181
2020-03-23,152.8162,,0.0000,6.1111,-5.5556,1.1734,1.6418
2020-03-24,152.8833,,29.9720,0.5556,-2.2222,1.6123,0.7578
2020-03-25,152.9930,,0.0000,8.3333,-3.3333,1.4813,1.8805
2020-03-26,153.0661,,0.7620,4.4444,-3.3333,1.3654,1.3979
2020-03-27,153.0844,,0.0000,15.0000,-2.2222,1.2892,2.7802
2020-03-28,153.0692,,0.0000,16.6667,-2.2222,1.2344,3.0400
2020-03-29,153.1058,,15.7480,8.8889,-1.1111,1.3990,1.9272
2020-03-30,153.1484,,8.3820,7.2222,2.2222,1.4325,1.4280
2020-03-31,153.1759,,1.0160,6.1111,0.0000,1.3563,1.4715
2020-04-01,153.1820,,0.0000,7.7778,-2.2222,1.2892,1.8717
2020-04-02,153.1881,,0.0000,12.2222,-1.6667,1.2435,2.4994
2020-04-03,153.1759,,3.3020,12.2222,1.6667,1.2862,2.3582
2020-04-04,153.1271,,3.0480,10.5556,4.4444,1.3045,1.8497
2020-04-05,153.0966,,0.0000,15.5556,5.5556,1.2588,2.6799
2020-04-06,153.0753,,0.0000,16.1111,3.3333,1.2191,2.9599
2020-04-07,153.0509,,0.0000,16.6667,1.6667,1.1765,3.1636
2020-04-08,153.0418,,4.0640,18.3333,2.2222,1.1765,3.4421
2020-04-09,153.0326,,0.0000,13.3333,0.5556,1.2405,2.7121
2020-04-10,153.0265,,10.4140,9.4444,0.0000,1.3563,2.1327
2020-04-11,152.9930,,0.0000,7.2222,1.1111,1.2618,1.6838
2020-04-12,152.9686,,0.0000,10.0000,-4.4444,1.1978,2.4383
2020-04-13,153.0814,,10.1600,16.1111,-3.3333,1.5818,3.3590
2020-04-14,153.3465,,46.2280,15.0000,2.7778,2.0817,2.9646
2020-04-15,153.4258,,0.0000,12.7778,2.2222,1.6763,2.6250
2020-04-16,153.4349,,0.0000,10.5556,-2.2222,1.4813,2.5154
2020-04-17,153.4166,,0.0000,7.2222,-4.4444,1.3746,2.1071
2020-04-18,153.4166,,13.7160,8.8889,-2.7778,1.4355,2.3077
2020-04-19,153.4319,,1.0160,5.0000,-3.8889,1.4752,1.7792
2020-04-20,153.4380,,0.0000,16.1111,-2.2222,1.3959,3.4858
2020-04-21,153.4197,,0.0000,14.4444,-1.6667,1.3776,3.2110
2020-04-22,153.4014,,15.2400,10.5556,-1.6667,1.4691,2.5816
2020-04-23,153.3770,,0.0000,7.7778,-4.4444,1.3593,2.2657
2020-04-24,153.3648,,2.5400,7.7778,-2.2222,1.3380,2.1804
2020-04-25,153.3343,,4.3180,9.4444,-0.5556,1.3197,2.3732
2020-04-26,153.3008,,0.0000,19.4444,2.7778,1.2770,4.0282
2020-04-27,153.2917,,6.0960,9.4444,2.2222,1.2770,2.1677
2020-04-28,153.2521,,2.0320,6.6667,1.6667,1.2923,1.6821
2020-04-29,153.2155,,0.0000,15.5556,-1.6667,1.2588,3.5430
2020-04-30,153.1911,,4.3180,15.0000,-0.5556,1.2770,3.4221
2020-05-01,153.3039,,27.9400,11.6667,4.4444,1.6977,2.4225
2020-05-02,153.3770,,5.0800,17.7778,5.0000,1.6123,3.6658
2020-05-03,153.4136,,0.2540,21.1111,5.5556,1.4386,4.3413
2020-05-04,153.4105,,0.0000,26.1111,10.0000,1.3472,5.1335
2020-05-05,153.3648,,0.0000,20.0000,3.3333,1.2770,4.2828
2020-05-06,153.3130,,0.0000,14.4444,-1.6667,1.2405,3.4534
2020-05-07,153.2886,,0.0000,13.3333,0.5556,1.2435,3.1604
2020-05-08,153.2399,,0.7620,17.7778,1.1111,1.2161,3.9992
2020-05-09,153.2277,,6.3500,11.6667,-1.1111,1.2984,2.9657
2020-05-10,153.1850,,0.5080,7.2222,-1.1111,1.2466,2.1678
2020-05-11,153.1667,,0.0000,16.6667,0.0000,1.2161,3.8749
2020-05-12,153.1515,,2.7940,14.4444,2.2222,1.2588,3.3299
2020-05-13,153.1088,,0.0000,12.7778,-0.5556,1.2069,3.1863
2020-05-14,153.0722,,0.0000,15.0000,-1.6667,1.1673,3.6592
2020-05-15,153.0570,,1.5240,21.6667,0.0000,1.1826,4.9177
2020-05-16,153.0509,,8.1280,28.3333,11.1111,1.4112,5.8127
2020-05-17,153.0265,,0.0000,24.4444,9.4444,1.3106,5.0249
2020-05-18,153.0296,,0.0000,21.1111,10.5556,1.2405,4.0880
2020-05-19,153.0174,,0.0000,18.3333,6.1111,1.1765,3.9241
2020-05-20,152.9808,,0.0000,20.0000,2.7778,1.1338,4.5375
2020-05-21,152.9534,,0.0000,21.6667,0.0000,1.0911,5.0031
2020-05-22,152.9320,,0.0000,25.0000,1.1111,1.0637,5.6875
2020-05-23,152.9046,,0.0000,26.6667,12.7778,1.0515,5.3205
2020-05-24,152.8558,,0.0000,23.3333,6.1111,1.0424,5.1226
2020-05-25,152.8223,,0.0000,22.7778,8.8889,1.0332,4.7732
2020-05-26,152.7918,,0.0000,21.1111,11.6667,1.0271,4.0118
2020-05-27,152.7583,,0.0000,28.8889,12.7778,1.0119,5.9587
2020-05-28,152.7248,,0.0000,28.3333,15.5556,0.9997,5.4758
2020-05-29,152.7004,,0.2540,24.4444,18.3333,1.0058,3.7390
2020-05-30,152.6760,,2.5400,25.5556,17.2222,1.0058,4.3740
2020-05-31,152.6333,,0.0000,25.5556,9.4444,0.9753,5.4672
2020-06-01,152.5846,,0.0000,18.3333,1.6667,0.9448,4.3549
2020-06-02,152.5602,,0.0000,18.8889,3.8889,0.9265,4.3502
2020-06-03,152.5389,,0.0000,21.1111,7.7778,0.9235,4.5505
2020-06-04,152.4992,,4.8260,26.6667,13.3333,0.9205,5.3702
2020-06-05,152.4535,,1.0160,29.4444,16.1111,0.9174,5.7876
2020-06-06,152.4261,,0.0000,27.7778,18.8889,0.9205,4.7984
2020-06-07,152.3895,,3.8100,30.0000,11.6667,0.9509,6.4637
2020-06-08,152.3468,,0.0000,22.7778,7.2222,0.9113,5.0316
2020-06-09,152.3133,,0.0000,25.0000,10.5556,0.8808,5.2780
2020-06-10,152.2798,,0.0000,30.0000,12.7778,0.8656,6.3754
2020-06-11,152.2463,,0.0000,29.4444,16.1111,0.9052,5.8204
2020-06-12,152.2249,,10.1600,25.0000,15.5556,1.0149,4.5886
2020-06-13,152.1914,,0.0000,27.2222,9.4444,0.9326,5.9662
2020-06-14,152.1518,,0.0000,21.1111,4.4444,0.8808,4.8648
2020-06-15,152.1213,,0.0000,22.7778,5.5556,0.8564,5.1787
2020-06-16,152.0969,,0.0000,22.7778,7.2222,0.8412,5.0555
2020-06-17,152.0725,,0.0000,26.1111,7.2222,0.8290,5.8645
2020-06-18,152.0482,,0.0000,28.3333,10.5556,0.8199,6.1650
2020-06-19,152.0207,,0.0000,28.8889,18.8889,0.8138,5.1979
2020-06-20,151.9933,,0.0000,28.8889,15.5556,0.8046,5.7524
2020-06-21,151.9659,,0.0000,31.1111,16.1111,0.8229,6.3206
2020-06-22,151.9354,,0.0000,31.1111,17.2222,0.8077,6.1654
2020-06-23,151.9049,,0.0000,32.7778,17.2222,0.8046,6.6577
2020-06-24,151.8775,,0.0000,30.5556,18.3333,0.7894,5.8193
2020-06-25,151.8379,,0.0000,30.0000,12.7778,0.7955,6.3861
2020-06-26,151.8043,,0.0000,29.4444,12.7778,0.7742,6.2324
2020-06-27,151.7769,,0.0000,28.3333,12.2222,0.7711,5.9876
2020-06-28,151.7586,,12.1920,22.7778,13.8889,0.8382,4.2093
2020-06-29,151.7251,,1.2700,27.7778,13.3333,0.9296,5.7032
2020-06-30,151.7007,,8.1280,27.2222,16.6667,0.9509,5.0540
2020-07-01,151.7037,,4.5720,24.4444,13.8889,1.0271,4.6834
2020-07-02,151.7007,,14.7320,25.5556,13.3333,1.1460,5.0733
2020-07-03,151.7098,,0.0000,30.0000,14.4444,1.0241,6.1594
2020-07-04,151.7129,,2.7940,28.3333,17.2222,1.0180,5.2740
2020-07-05,151.7251,,0.0000,28.8889,16.6667,0.9265,5.5238
2020-07-06,151.7281,,0.0000,31.1111,15.5556,0.8869,6.3112
2020-07-07,151.7281,,0.5080,31.6667,16.6667,0.9357,6.3184
2020-07-08,151.7312,,0.0000,22.7778,17.7778,0.8656,3.2921
2020-07-09,151.7251,,0.5080,26.6667,20.0000,0.8473,4.1115
2020-07-10,151.7190,,0.0000,32.2222,18.3333,0.8290,6.2154
2020-07-11,151.7190,,23.1140,26.6667,20.5556,0.8351,3.9494
2020-07-12,151.7068,,1.5240,28.8889,18.8889,0.8229,5.0773
2020-07-13,151.6977,,0.0000,29.4444,18.8889,0.8443,5.2417
2020-07-14,151.6977,,0.0000,29.4444,18.3333,0.9509,5.3292
2020-07-15,151.6855,,0.0000,28.3333,16.6667,0.8625,5.2599
2020-07-16,151.6885,,0.0000,26.6667,17.7778,0.8290,4.5477
2020-07-17,151.7068,,0.2540,26.1111,16.1111,0.8229,4.6732
2020-07-18,151.7037,,0.2540,25.5556,15.5556,0.8199,4.5924
2020-07-19,151.6977,,0.0000,32.2222,17.2222,0.8016,6.2442
2020-07-20,151.6885,,0.0000,33.8889,18.8889,0.7894,6.4818
2020-07-21,151.6611,,0.0000,32.7778,17.2222,0.7711,6.3668
2020-07-22,151.6397,,0.0000,32.2222,18.3333,0.7650,6.0392
2020-07-23,151.6215,,0.7620,32.2222,20.5556,0.7894,5.6668
2020-07-24,151.6062,,23.3680,31.1111,18.8889,0.8016,5.5930
2020-07-25,151.5818,,0.0000,26.1111,15.0000,0.7681,4.7434
2020-07-26,151.5666,,0.0000,31.1111,16.1111,0.7559,5.9484
2020-07-27,151.5544,,0.0000,32.2222,17.2222,0.7467,6.0940
2020-07-28,151.5392,,0.0000,33.8889,20.0000,0.7406,6.1623
2020-07-29,151.5087,,0.0000,32.2222,15.0000,0.7284,6.3078
2020-07-30,151.4874,,0.0000,32.2222,16.6667,0.7223,6.0980
2020-07-31,151.4721,,0.0000,30.0000,18.3333,0.7193,5.2252
2020-08-01,151.4477,,0.0000,30.5556,15.0000,0.7162,5.8036
2020-08-02,151.4294,,0.0000,32.7778,17.2222,0.7559,6.1104
2020-08-03,151.4203,,23.8760,26.1111,20.0000,0.9448,3.6343
2020-08-04,151.3959,,5.0800,30.0000,19.4444,0.8138,4.9586
2020-08-05,151.3746,,19.3040,23.8889,17.2222,0.8138,3.5252
2020-08-06,151.3472,,0.0000,28.3333,13.3333,0.7772,5.3044
2020-08-07,151.3258,,0.5080,27.2222,14.4444,0.7620,4.8740
2020-08-08,151.3045,,0.2540,27.7778,16.6667,0.7467,4.6933
2020-08-09,151.2831,,0.0000,30.0000,18.3333,0.7376,5.0288
2020-08-10,151.2649,,0.0000,30.5556,17.7778,0.7315,5.2378
2020-08-11,151.2466,,0.0000,33.3333,18.3333,0.7315,5.8812
2020-08-12,151.2222,,1.5240,32.2222,18.8889,0.7406,5.4807
2020-08-13,151.1978,,0.0000,31.1111,17.7778,0.7437,5.3075
2020-08-14,151.1734,,0.0000,27.7778,15.0000,0.7254,4.7809
2020-08-15,151.1551,,0.0000,30.0000,13.8889,0.7132,5.4187
2020-08-16,151.1277,,0.0000,25.0000,13.3333,0.7162,4.2544
2020-08-17,151.1216,,2.0320,19.4444,14.4444,0.7376,2.5978
2020-08-18,151.1064,,4.0640,27.7778,15.5556,0.7650,4.6087
2020-08-19,151.0759,,0.0000,27.2222,11.1111,0.7315,4.9161
2020-08-20,151.0454,,0.0000,25.5556,9.4444,0.7223,4.6597
2020-08-21,151.0271,,0.0000,26.6667,10.0000,0.7132,4.8264
2020-08-22,151.0027,,0.0000,30.0000,11.1111,0.7071,5.4328
2020-08-23,150.9692,,0.0000,32.2222,15.0000,0.7041,5.5829
2020-08-24,150.9418,,0.0000,32.2222,15.5556,0.6980,5.4960
2020-08-25,150.9265,,2.5400,32.7778,17.7778,0.6980,5.3606
2020-08-26,150.9113,,0.2540,30.0000,13.8889,0.7010,5.0762
2020-08-27,150.8839,,0.0000,23.8889,10.0000,0.6949,4.0735
2020-08-28,150.8656,,7.3660,26.1111,15.0000,0.7193,4.0091
2020-08-29,150.8443,,1.0160,26.6667,16.1111,0.7284,3.9686
2020-08-30,150.8321,,7.6200,25.5556,13.8889,0.7528,3.9609
2020-08-31,150.7833,,0.0000,22.7778,7.7778,0.7315,3.9147
2020-09-01,150.7650,,0.0000,23.3333,8.3333,0.7162,3.9542
2020-09-02,150.7528,,0.0000,25.5556,13.8889,0.7254,3.8768
2020-09-03,150.7467,,15.4940,22.2222,16.1111,0.7437,2.7425
2020-09-04,150.7193,,0.0000,23.8889,17.7778,0.7589,2.8493
2020-09-05,150.6827,,0.0000,26.6667,8.8889,0.7315,4.4285
2020-09-06,150.6614,,0.0000,25.0000,10.0000,0.7132,4.0040
2020-09-07,150.6431,,0.0000,26.1111,12.2222,0.7010,4.0097
2020-09-08,150.6187,,0.0000,24.4444,12.7778,0.6980,3.5892
2020-09-09,150.5943,,0.0000,29.4444,16.1111,0.6980,4.2589
2020-09-10,150.5760,,0.0000,27.2222,17.7778,0.7041,3.5299
2020-09-11,150.5669,,2.0320,25.5556,16.1111,0.7041,3.3507
2020-09-12,150.5395,,0.0000,23.8889,6.6667,0.6949,3.8213
2020-09-13,150.5242,,0.0000,21.6667,7.7778,0.6888,3.3436
2020-09-14,150.5151,,0.0000,22.7778,11.6667,0.6919,3.2006
2020-09-15,150.4816,,0.0000,22.7778,3.8889,0.6797,3.6638
2020-09-16,150.4694,,0.0000,18.3333,4.4444,0.6797,2.9142
2020-09-17,150.4572,,0.0000,21.6667,5.0000,0.6858,3.3810
2020-09-18,150.4358,,0.0000,22.7778,9.4444,0.6858,3.2730
2020-09-19,150.3993,,0.0000,18.3333,1.6667,0.6797,2.9552
2020-09-20,150.3688,,0.0000,16.1111,0.5556,0.6705,2.6549
2020-09-21,150.3444,,0.0000,15.5556,-1.1111,0.6705,2.6040
2020-09-22,150.3444,,0.0000,16.6667,-0.5556,0.6736,2.7116
2020-09-23,150.3261,,0.0000,20.5556,0.0000,0.6736,3.1932
2020-09-24,150.2987,,0.0000,23.8889,7.2222,0.6766,3.4001
2020-09-25,150.2743,,0.0000,23.8889,7.7778,0.6766,3.3389
2020-09-26,150.2499,,0.0000,26.1111,10.0000,0.6766,3.5321
2020-09-27,150.2377,,0.0000,23.3333,14.4444,0.6766,2.6601
2020-09-28,150.2225,,1.5240,25.0000,17.7778,0.6797,2.5417
2020-09-29,150.2042,,0.0000,24.4444,16.6667,0.6766,2.5535
2020-09-30,150.2225,,38.6080,22.2222,13.8889,0.7833,2.4398
2020-10-01,150.1768,,0.0000,18.8889,9.4444,0.7955,2.2834
2020-10-02,150.1554,,1.2700,20.5556,9.4444,0.7467,2.5169
2020-10-03,150.1311,,2.0320,15.5556,2.7778,0.7193,2.1837
2020-10-04,150.1097,,0.0000,16.6667,0.5556,0.7041,2.3750
2020-10-05,150.1006,,0.0000,17.2222,1.1111,0.7010,2.4006
2020-10-06,150.0792,,1.0160,12.7778,9.4444,0.6980,1.1603
2020-10-07,150.0823,,0.0000,18.8889,7.7778,0.6949,2.2616
2020-10-08,150.0518,,0.2540,19.4444,7.7778,0.7010,2.3134
2020-10-09,150.0213,,0.0000,14.4444,2.2222,0.6949,1.9388
2020-10-10,150.0213,,0.0000,17.2222,3.8889,0.6980,2.1778
2020-10-11,150.0091,,0.0000,23.8889,11.1111,0.7010,2.6424
2020-10-12,149.9878,,0.2540,16.6667,7.7778,0.7041,1.8443
2020-10-13,150.0061,,21.0820,10.5556,6.6667,0.8077,1.0576
2020-10-14,150.0000,,8.3820,12.7778,7.2222,1.1612,1.3174
2020-10-15,149.9787,,0.0000,18.8889,3.3333,0.9723,2.2693
2020-10-16,149.9726,,0.2540,21.6667,3.3333,0.8869,2.5563
2020-10-17,149.9848,,47.2440,13.8889,3.8889,1.0515,1.6385
2020-10-18,149.9695,,0.0000,12.7778,-2.2222,1.0180,1.7097
2020-10-19,149.9817,,0.0000,15.0000,-1.6667,0.9387,1.8915
2020-10-20,149.9909,,0.2540,16.1111,1.6667,0.8778,1.9030
2020-10-21,149.9939,,0.2540,21.1111,12.2222,0.8382,1.9201
2020-10-22,149.9970,,0.0000,20.5556,13.8889,0.8138,1.6713
2020-10-23,150.0000,,0.0000,23.3333,15.5556,0.8473,1.9019
2020-10-24,150.0122,,0.5080,18.8889,14.4444,0.8077,1.3118
2020-10-25,149.9970,,0.0000,17.7778,1.6667,0.7681,1.9585
2020-10-26,150.0030,,1.5240,9.4444,1.6667,0.7559,1.1371
2020-10-27,150.0061,,0.5080,11.1111,5.5556,0.7650,1.0659
2020-10-28,150.0122,,4.8260,11.6667,6.1111,0.8016,1.0767
2020-10-29,150.0366,,5.3340,10.0000,3.3333,0.9235,1.0668
2020-10-30,150.0427,,37.8460,7.7778,0.5556,1.1399,0.9833
2020-10-31,150.0396,,9.9060,1.6667,-6.6667,1.0728,0.7228
2020-11-01,150.1097,,0.0000,3.8889,-6.1111,1.0180,0.8551
2020-11-02,150.1311,,13.7160,10.0000,-1.1111,1.1277,1.1942
2020-11-03,150.1524,,0.5080,4.4444,0.0000,1.0424,0.6708
2020-11-04,150.1768,,0.2540,6.1111,-3.3333,0.9692,0.9261
2020-11-05,150.2103,,0.0000,15.5556,-3.8889,0.9326,1.6255
2020-11-06,150.2347,,0.0000,20.0000,6.1111,0.9022,1.7863
2020-11-07,150.2469,,0.0000,21.6667,7.2222,0.8900,1.8856
2020-11-08,150.2560,,0.0000,23.3333,2.7778,0.8778,2.1266
2020-11-09,150.2743,,0.0000,23.3333,2.2222,0.8686,2.1126
2020-11-10,150.2926,,0.0000,23.8889,2.7778,0.8686,2.1295
2020-11-11,150.3048,,0.0000,23.3333,4.4444,0.8625,2.0300
2020-11-12,150.3170,,12.1920,20.5556,11.6667,0.9022,1.4781
2020-11-13,150.3261,,2.7940,12.2222,3.8889,0.9235,1.0719
2020-11-14,150.3292,,5.5880,7.2222,-1.1111,0.9326,0.8519
2020-11-15,150.3444,,0.0000,7.7778,-5.0000,0.9113,0.9596
2020-11-16,150.3596,,21.3360,15.0000,-4.4444,0.9631,1.4151
2020-11-17,150.3627,,0.0000,9.4444,-3.3333,0.9479,1.0247
2020-11-18,150.3536,,0.0000,5.5556,-5.0000,0.9235,0.7977
2020-11-19,150.3688,,0.0000,-1.1111,-9.4444,0.9083,0.4839
2020-11-20,150.3840,,0.0000,5.5556,-6.6667,0.9205,0.8034
2020-11-21,150.3871,,0.0000,16.1111,1.6667,0.8930,1.3520
2020-11-22,150.3993,,0.0000,12.7778,-2.7778,0.8656,1.1840
2020-11-23,150.4541,,9.9060,6.6667,-2.7778,1.0911,0.7900
2020-11-24,150.4633,,6.8580,10.0000,-2.7778,1.1612,0.9900
2020-11-25,150.5120,,0.0000,5.5556,-3.3333,1.0728,0.7219
2020-11-26,150.5730,,15.2400,10.0000,-1.1111,1.1094,0.9451
2020-11-27,150.6096,,7.3660,15.5556,5.0000,1.2039,1.1606
2020-11-28,150.6553,,0.2540,12.2222,3.8889,1.1368,0.9409
2020-11-29,150.6888,,0.2540,11.1111,-3.3333,1.0850,1.0280
2020-11-30,150.7802,,0.0000,10.5556,-2.2222,1.2039,0.9731
2020-12-01,150.9387,,59.4360,17.2222,0.0000,1.6580,1.3555
2020-12-02,151.1186,,0.0000,12.7778,-0.5556,1.4020,1.0708
2020-12-03,151.2527,,0.2540,3.8889,-2.2222,1.2679,0.5589
2020-12-04,151.3624,,0.0000,8.3333,-1.6667,1.1948,0.8085
2020-12-05,151.5178,,14.4780,12.2222,1.6667,1.5056,0.9710
2020-12-06,151.7617,,22.3520,3.3333,-2.7778,1.7495,0.5338
2020-12-07,151.9659,,0.0000,1.1111,-3.8889,1.4721,0.4357
2020-12-08,152.0908,,0.0000,2.2222,-3.8889,1.3380,0.4962
2020-12-09,152.1762,,0.0000,-2.2222,-5.5556,1.2710,0.2985
2020-12-10,152.2066,,0.0000,2.7778,-3.8889,1.2344,0.5231
2020-12-11,152.2585,,0.0000,6.1111,-5.5556,1.2069,0.7238
2020-12-12,152.3103,,0.0000,9.4444,-5.0000,1.1978,0.8912
2020-12-13,152.3560,,1.5240,7.7778,-0.5556,1.2435,0.7231
2020-12-14,152.4017,,0.0000,13.8889,0.0000,1.2710,1.0800
2020-12-15,152.4048,,1.7780,2.2222,-2.7778,1.2496,0.4550
2020-12-16,152.4291,,0.0000,0.0000,-10.0000,1.2009,0.4673
2020-12-17,152.4870,,32.7660,-5.0000,-9.4444,1.1521,0.2567
2020-12-18,152.4718,,1.5240,-1.1111,-8.8889,1.2009,0.4115
2020-12-19,152.4718,,0.0000,-3.3333,-17.7778,1.1978,0.3156
2020-12-20,152.4931,,0.0000,-0.5556,-17.7778,1.1368,0.4113
2020-12-21,152.5084,,0.7620,1.1111,-7.2222,1.1247,0.4916
2020-12-22,152.5114,,0.0000,4.4444,-3.3333,1.1216,0.5938
2020-12-23,152.4810,,0.0000,5.0000,-3.3333,1.1033,0.6249
2020-12-24,152.4901,,0.0000,3.8889,-5.0000,1.1094,0.5974
2020-12-25,152.7461,,36.3220,16.1111,-1.6667,2.1701,1.2373
2020-12-26,153.1454,,21.8440,14.4444,-5.5556,2.4017,1.1662
2020-12-27,153.2886,,0.0000,-1.1111,-8.3333,1.8805,0.4095
2020-12-28,153.3801,,0.0000,2.2222,-7.2222,1.6276,0.5506
2020-12-29,153.3892,,0.0000,7.7778,-3.8889,1.4874,0.7957
2020-12-30,153.3801,,0.0000,0.5556,-6.6667,1.3959,0.4670
2020-12-31,153.3923,,3.8100,4.4444,-6.6667,1.3990,0.6595
2021-01-01,153.3435,,0.0000,4.4444,-6.6667,1.3715,0.6595
2021-01-02,153.3831,,10.1600,1.6667,-6.6667,1.4051,0.5252
2021-01-03,153.3557,,0.0000,6.6667,-3.8889,1.3807,0.7474
2021-01-04,153.3526,,5.3340,0.0000,-2.7778,1.3319,0.3287
2021-01-05,153.3343,,0.0000,3.8889,-2.7778,1.2984,0.5736
2021-01-06,153.3161,,0.0000,2.7778,-1.6667,1.2740,0.4710
2021-01-07,153.2886,,0.0000,1.1111,-3.8889,1.2405,0.4484
2021-01-08,153.2582,,0.0000,1.1111,-6.1111,1.2191,0.5050
2021-01-09,153.2429,,0.0000,1.1111,-8.3333,1.1978,0.5385
2021-01-10,153.2033,,0.0000,0.0000,-8.3333,1.1734,0.4891
2021-01-11,153.1576,,0.0000,2.2222,-10.0000,1.1399,0.6088
2021-01-12,153.1423,,0.0000,1.6667,-8.8889,1.1277,0.5814
2021-01-13,153.1180,,0.0000,2.2222,-7.7778,1.1186,0.6041
2021-01-14,153.0966,,0.0000,1.6667,-6.6667,1.1186,0.5663
2021-01-15,153.0539,,0.2540,4.4444,-1.1111,1.1155,0.5953
2021-01-16,153.1301,,24.1300,2.7778,-0.5556,1.5666,0.4515
2021-01-17,153.2338,,3.0480,5.5556,-1.1111,1.6306,0.6825
2021-01-18,153.2764,,0.0000,4.4444,-1.1111,1.4477,0.6107
2021-01-19,153.2764,,0.0000,5.5556,-6.1111,1.3472,0.8023
2021-01-20,153.2886,,0.5080,4.4444,-5.5556,1.2801,0.7376
2021-01-21,153.2734,,0.0000,1.6667,-11.1111,1.2344,0.6357
2021-01-22,153.2673,,0.0000,1.1111,-10.5556,1.2161,0.6133
2021-01-23,153.2185,,0.0000,4.4444,-5.5556,1.1887,0.7589
2021-01-24,153.1789,,0.0000,-3.8889,-10.5556,1.1521,0.3815
2021-01-25,153.1454,,0.0000,-3.8889,-10.5556,1.1490,0.3853
2021-01-26,153.1149,,0.0000,0.0000,-8.8889,1.1338,0.5690
2021-01-27,153.0936,,9.9060,-1.1111,-5.0000,1.1368,0.4204
2021-01-28,153.0539,,0.0000,1.1111,-5.5556,1.1308,0.5881
2021-01-29,153.0326,,0.0000,-2.7778,-16.6667,1.0972,0.4417
2021-01-30,152.9838,,0.0000,-9.4444,-16.6667,1.1673,0.1885
2021-01-31,152.9503,,0.0000,-5.0000,-18.3333,1.1033,0.3352
2021-02-01,152.9412,,4.5720,-6.1111,-17.7778,1.0850,0.3025
2021-02-02,152.9412,,29.9720,-1.1111,-6.6667,1.1094,0.5052
2021-02-03,152.9137,,0.2540,0.5556,-3.8889,1.1155,0.5311
2021-02-04,152.8680,,0.0000,1.1111,-5.0000,1.0820,0.6187
2021-02-05,152.8254,,0.0000,3.3333,-8.3333,1.0789,0.8338
2021-02-06,152.8071,,0.5080,3.8889,-7.2222,1.0546,0.8685
2021-02-07,152.7766,,0.0000,4.4444,-7.2222,1.0972,0.9159
2021-02-08,152.7553,,6.3500,-2.2222,-12.2222,1.1003,0.5498
2021-02-09,152.7309,,0.5080,-2.7778,-12.2222,1.1186,0.5261
2021-02-10,152.7156,,4.5720,-2.7778,-16.1111,1.0607,0.5121
2021-02-11,152.6943,,0.2540,-1.1111,-16.1111,1.0485,0.6047
2021-02-12,152.6730,,0.0000,-1.1111,-15.0000,1.0972,0.6246
