,head_full [m],head [m],rr [mm/d],tg [C],tn [C],tx [C],pp [hPa],hu [%],fg [m/s],qq [W/m2],et [mm/d]
2016-02-26,,,0.0000,-16.1300,-20.1300,-11.6600,1001.3000,77.0300,0.8300,32.0000,0.1267
2016-02-27,,,0.0000,-16.8200,-20.2900,-12.5700,1001.1000,82.9200,0.3900,24.0000,0.0910
2016-02-28,,,0.0000,-6.7200,-18.4800,-1.5600,1011.7000,82.4950,1.5300,33.0000,0.2189
2016-02-29,,,0.0000,-4.0700,-5.6900,-0.9300,1015.7000,80.0600,1.6800,44.0000,0.3298
2016-03-01,346.9900,,0.0000,-12.1100,-15.9800,-5.2900,1011.5000,79.5750,0.8900,41.0000,0.2046
2016-03-02,,,0.0000,-7.6200,-15.5900,-2.3700,1003.2000,70.9950,2.4800,41.0000,0.2616
2016-03-03,,,0.0000,-8.3600,-11.1800,-3.4400,1006.2000,72.0900,1.4900,43.0000,0.2637
2016-03-04,,,0.0000,-7.0000,-12.0900,-4.4700,1009.8000,78.4200,1.3600,28.0000,0.1834
2016-03-05,,,0.0000,-7.4000,-11.3200,-2.5100,1008.7000,78.4650,1.2900,36.0000,0.2314
2016-03-06,,,0.0000,-6.5400,-10.9300,-2.4600,1010.0000,77.8300,1.0800,54.0000,0.3618
2016-03-07,,,0.0000,-4.5100,-8.0600,-2.3200,1008.7000,84.7650,0.6700,40.0000,0.2952
2016-03-08,346.9100,,0.0000,-5.2500,-7.3800,-2.2700,1007.5000,87.1900,0.9200,42.0000,0.2998
2016-03-09,,,0.0000,-12.1400,-15.3200,-4.9400,1014.4000,77.6600,0.7100,50.0000,0.2485
2016-03-10,,,0.0000,-16.3700,-19.4900,-12.1400,1021.9000,79.1100,0.3000,64.0000,0.2455
2016-03-11,,,0.0000,-11.4700,-17.3400,-7.3400,1024.6000,81.2650,0.4600,64.0000,0.3278
2016-03-12,,,0.0000,-4.0100,-9.3700,0.0500,1025.5000,84.0750,0.8300,53.0000,0.3958
2016-03-13,,,0.0000,-2.3600,-9.5700,2.7500,1022.2000,82.4550,2.2800,45.0000,0.3623
2016-03-14,,,1.2000,2.2200,-0.3300,3.5100,1024.0000,80.5200,2.8800,34.0000,0.3284
2016-03-15,346.8300,,0.0000,5.4500,0.5800,8.2400,1022.8000,82.8850,5.0400,68.0000,0.7356
2016-03-16,,,3.5000,1.6900,0.2300,3.7300,1018.2000,88.2650,4.3800,61.0000,0.5795
2016-03-17,,,1.1000,-4.6800,-7.6200,1.2300,1011.8000,82.3950,4.0200,65.0000,0.4751
2016-03-18,,,0.0000,-6.3100,-8.3800,-4.3200,1011.4000,79.1800,3.3500,87.0000,0.5889
2016-03-19,,,0.0000,-5.1600,-6.9300,-3.7800,1006.0000,78.2100,2.1500,82.0000,0.5884
2016-03-20,,,0.0000,-8.9300,-11.0400,-4.3600,1004.2000,73.0250,1.2800,89.0000,0.5308
2016-03-21,,,0.0000,-11.7100,-15.9300,-5.8900,1006.9000,60.2850,0.7200,103.0000,0.5275
2016-03-22,346.7800,,0.0000,-15.0300,-19.1400,-10.4700,1006.0000,63.4750,0.4600,97.0000,0.4095
2016-03-23,,,4.2000,-11.1900,-17.9200,-5.6500,1004.1000,75.8450,0.8100,81.0000,0.4279
2016-03-24,,,0.0000,-7.2200,-10.5300,-2.3500,1001.5000,77.3600,0.8800,93.0000,0.6062
2016-03-25,,,0.0000,-5.6500,-11.3600,-2.3400,996.5000,79.3050,0.8100,95.0000,0.6705
2016-03-26,,,0.0000,-1.3300,-7.1300,2.7000,997.1000,70.5550,2.2900,76.0000,0.6491
2016-03-27,,,0.0000,3.5500,-0.3200,6.6700,989.9000,73.3150,2.5000,72.0000,0.7432
2016-03-28,,,0.0000,4.3700,-0.9100,6.3400,992.4000,56.7350,4.7200,104.0000,1.1026
2016-03-29,346.7300,,0.0000,2.7600,-1.3800,8.0000,995.2000,67.3000,3.5800,99.0000,0.9909
2016-03-30,,,0.0000,2.8800,0.9000,6.1800,995.1000,65.0500,3.1800,87.0000,0.8746
2016-03-31,,,0.0000,-0.5800,-2.7700,3.3800,1003.8000,60.0650,1.6700,131.0000,1.1489
2016-04-01,,,0.0000,-3.7900,-8.4900,1.6100,1011.2000,66.5300,0.9000,151.0000,1.1497
2016-04-02,,,0.0000,-4.2200,-8.7900,0.2900,1015.6000,66.2000,1.3500,128.0000,0.9530
2016-04-03,,,0.0000,-0.3700,-3.5000,2.5100,1013.7000,74.9550,1.4500,125.0000,1.0990
2016-04-04,,,0.0000,0.1300,-3.7200,3.6500,1012.5000,82.3250,1.1300,83.0000,0.7450
2016-04-05,346.6800,,0.0000,-1.7800,-5.8600,2.7200,1008.9000,73.9000,0.8400,99.0000,0.8238
2016-04-06,,,4.1000,-4.1200,-9.4500,0.4200,1001.8000,83.0900,1.6100,108.0000,0.8152
2016-04-07,,,2.7000,-0.3100,-2.5900,1.7400,990.8000,88.6050,2.2400,76.0000,0.6791
2016-04-08,,,0.0000,-0.1900,-3.3400,2.9100,991.7000,87.1950,1.1700,93.0000,0.8345
2016-04-09,,,0.0000,1.2200,-1.7900,4.6800,1004.1000,78.0100,1.4500,105.0000,0.9879
2016-04-10,,,0.0000,0.9400,-0.0900,2.5000,1017.6000,73.2150,2.3500,125.0000,1.1545
2016-04-11,,,0.0000,0.0100,-0.6600,2.3800,1019.7000,75.6800,2.3600,121.0000,1.0763
2016-04-12,346.6400,,0.0000,-1.6800,-3.7200,0.8900,1012.4000,82.8200,3.0400,132.0000,1.1006
2016-04-13,,,0.0000,-4.8700,-7.5800,-1.1300,1016.3000,65.8450,2.0900,185.0000,1.3362
2016-04-14,,,0.0000,-5.1200,-8.7200,-2.1700,1008.1000,56.6750,2.0900,150.0000,1.0768
2016-04-15,,,0.0000,-2.2800,-7.1000,1.2100,999.9000,70.5250,1.4500,130.0000,1.0651
2016-04-16,,,2.0000,-2.7600,-7.2400,0.9800,1000.3000,82.1350,1.1400,145.0000,1.1634
2016-04-17,,,0.0000,-0.8000,-4.6000,3.4600,999.7000,72.1000,0.8300,138.0000,1.2026
2016-04-18,,,0.0000,-3.1600,-8.8100,2.3900,1000.6000,67.6750,1.1200,194.0000,1.5294
2016-04-19,346.6000,,0.0000,-3.1300,-9.6400,1.6700,1008.6000,65.6700,1.5700,140.0000,1.0995
2016-04-20,,,0.0000,-2.9200,-6.4700,2.3400,1017.4000,64.5450,1.2800,179.0000,1.4108
2016-04-21,,,0.0000,-2.5100,-9.6600,2.2800,1009.4000,65.5750,1.2200,163.0000,1.3144
2016-04-22,,,0.0000,-1.3500,-5.6200,3.1500,1008.8000,70.6350,0.9700,188.0000,1.5928
2016-04-23,,,0.0000,-1.1100,-2.5700,1.3400,1010.0000,74.1350,1.5100,168.0000,1.4365
2016-04-24,,,0.0000,-2.0200,-6.9100,3.5000,1011.9000,75.6750,1.1400,202.0000,1.6608
2016-04-25,,,1.8000,-2.0200,-5.3200,-0.2100,1015.0000,66.8900,2.8900,224.0000,1.8381
2016-04-26,346.5700,,7.9000,0.8200,-2.8000,4.9600,1013.6000,74.5900,2.7600,152.0000,1.4006
2016-04-27,,,10.1000,2.8400,-1.2100,4.8500,1011.1000,90.4150,3.9000,170.0000,1.6915
2016-04-28,,,0.0000,4.0300,1.8800,7.3300,1024.1000,65.9350,1.6600,214.0000,2.2050
2016-04-29,,,0.0000,5.0500,-1.7500,9.0900,1025.4000,75.7500,2.5300,187.0000,1.9935
2016-04-30,,,0.0000,4.4800,-0.0300,8.5200,1029.1000,67.6950,1.2500,204.0000,2.1292
2016-05-01,,,0.0000,4.5800,-1.0500,10.1200,1025.8000,60.7650,1.1000,164.0000,1.7205
2016-05-02,,,0.0000,4.0900,-0.6900,9.1000,1017.2000,67.1450,1.0200,168.0000,1.7410
2016-05-03,346.7800,,0.0000,5.9300,0.6900,10.1600,1015.2000,63.8500,1.2000,260.0000,2.8677
2016-05-04,,,0.0000,4.8500,1.9600,8.2400,1019.7000,74.0200,1.7300,195.0000,2.0710
2016-05-05,,,0.0000,5.4300,0.5600,9.8700,1021.9000,66.0350,1.1800,183.0000,1.9791
2016-05-06,,,0.0000,4.9500,1.0100,10.6600,1019.1000,73.7750,1.2600,170.0000,1.8121
2016-05-07,,,0.0000,6.7200,2.9200,10.1800,1019.0000,71.7700,2.4700,166.0000,1.8739
2016-05-08,,,0.0000,4.5300,2.1000,8.9600,1020.3000,72.4500,3.4800,197.0000,2.0691
2016-05-09,,,0.0000,3.9900,1.4900,7.9400,1024.8000,80.2200,2.9400,172.0000,1.7692
2016-05-10,347.1800,,0.0000,2.9900,-0.2000,6.7000,1022.4000,80.1000,2.0000,150.0000,1.4912
2016-05-11,,,0.0000,2.9600,-1.3700,6.1300,1018.3000,62.6700,1.7300,173.0000,1.7219
2016-05-12,,,0.0000,4.8700,1.3500,9.7900,1002.7000,68.8100,2.4700,129.0000,1.3832
2016-05-13,,,0.0000,3.0500,-1.1200,8.0600,1000.6000,56.2300,3.7800,183.0000,1.8452
2016-05-14,,,0.0000,3.7300,-1.7800,9.7400,1003.8000,58.3600,3.0800,211.0000,2.1751
2016-05-15,,,0.0000,2.9600,-2.0700,6.6900,1008.6000,69.4200,1.9500,189.0000,1.8912
2016-05-16,,,0.0000,3.2300,-0.2700,6.3500,1005.6000,61.1600,2.9100,204.0000,2.0644
2016-05-17,347.5800,,0.0000,2.6200,0.2300,6.2600,998.6000,67.6500,3.6100,191.0000,1.8985
2016-05-18,,,0.0000,2.4100,-1.0100,6.4800,1002.9000,61.5750,3.0600,220.0000,2.1650
2016-05-19,,,0.0000,2.4900,-0.8000,7.3400,1007.3000,62.0250,2.2000,201.0000,1.9789
2016-05-20,,,0.0000,4.6200,-0.7300,9.5700,1013.5000,53.5550,2.0400,220.0000,2.3260
2016-05-21,,,0.0000,7.0000,3.3500,10.7600,1011.9000,66.7650,1.6700,191.0000,2.1825
2016-05-22,,,0.0000,9.5400,3.1100,16.4200,1010.0000,60.9400,1.9900,184.0000,2.2675
2016-05-23,,,1.1000,7.6000,4.5700,14.0700,1011.8000,80.1500,1.3100,144.0000,1.6759
2016-05-24,347.9400,,0.0000,5.9200,2.5100,12.6100,1017.4000,75.3950,2.9400,147.0000,1.6191
2016-05-25,,,0.0000,5.6600,3.6400,8.5600,1025.0000,77.9000,2.2600,218.0000,2.3718
2016-05-26,,,0.0000,7.7900,2.2900,11.6600,1024.9000,62.4300,1.2200,291.0000,3.3850
2016-05-27,,,0.0000,11.1500,3.5300,18.2300,1024.6000,53.5300,2.0700,310.0000,3.9655
2016-05-28,,,0.0000,11.9800,5.6000,17.4400,1026.1000,42.8600,1.7300,230.0000,3.0044
2016-05-29,,,0.0000,14.2800,7.1300,20.6700,1025.0000,43.2250,1.9800,244.0000,3.3727
2016-05-30,,,0.0000,14.7000,9.6100,21.4700,1023.6000,51.1850,1.8900,208.0000,2.9046
2016-05-31,348.3000,,0.0000,14.5900,8.5200,20.6100,1024.6000,57.3250,1.6200,252.0000,3.5089
2016-06-01,,,0.0000,8.9400,5.3100,15.8600,1028.1000,76.3900,2.0800,225.0000,2.7035
2016-06-02,,,1.8000,8.2700,0.5800,15.4300,1023.6000,47.2600,3.0600,276.0000,3.2588
2016-06-03,,,0.0000,4.6300,1.5300,12.6800,1016.2000,72.8150,4.8800,194.0000,2.0489
2016-06-04,,,0.0000,3.0100,0.7100,6.4900,1018.8000,76.2200,3.6700,190.0000,1.8940
2016-06-05,,,0.0000,2.7800,0.0200,6.2500,1024.6000,66.3100,2.2700,187.0000,1.8428
2016-06-06,,,2.9000,5.0400,-0.9500,11.3000,1021.1000,59.9050,2.2300,231.0000,2.4672
2016-06-07,348.4300,,0.0000,4.8300,2.9100,7.8600,1009.7000,83.3650,2.8700,176.0000,1.8777
2016-06-08,,,0.0000,2.7900,0.8100,5.7400,1009.2000,78.6500,4.5700,140.0000,1.3919
2016-06-09,,,2.2000,2.0200,0.6700,4.6800,1013.1000,72.9300,3.0000,130.0000,1.2539
2016-06-10,,,0.0000,5.7500,0.9800,9.5400,1015.5000,60.9650,1.6500,215.0000,2.3573
2016-06-11,,,0.0000,7.3400,1.3300,12.9900,1015.7000,59.5700,2.1100,255.0000,2.9390
2016-06-12,,,0.0000,5.9400,1.4100,10.2500,1012.8000,64.9750,1.9600,259.0000,2.8611
2016-06-13,,,1.2000,5.1800,3.2200,8.1700,1007.5000,76.3900,1.6300,185.0000,1.9991
2016-06-14,348.5700,,1.3000,4.9100,3.0200,6.5800,1006.2000,82.8900,2.4900,188.0000,2.0148
2016-06-15,,,0.0000,7.4500,3.8600,11.2900,1009.7000,65.8500,1.5800,256.0000,2.9689
2016-06-16,,,0.9000,8.5600,4.9300,13.1400,1010.8000,77.3750,1.4500,175.0000,2.0964
2016-06-17,,,2.6000,9.2100,5.1400,11.8800,1008.8000,83.1250,1.9700,110.0000,1.3438
2016-06-18,,,1.2000,7.2800,5.7200,10.6600,1006.4000,91.7550,1.8100,84.0000,0.9707
2016-06-19,,,9.0000,5.3500,4.2300,6.6600,1007.8000,91.3333,1.6100,68.0000,0.7388
2016-06-20,,,4.0000,4.3500,2.3100,6.9500,1011.3000,89.3300,1.0900,122.0000,1.2796
2016-06-21,348.6100,,0.9000,9.1400,1.7400,14.5600,1009.5000,74.3050,1.8100,133.0000,1.6210
2016-06-22,,,0.0000,8.9500,6.2000,12.8400,1014.2000,75.0550,2.7700,138.0000,1.6692
2016-06-23,,,0.9000,11.1800,6.0600,16.6800,1018.2000,68.2700,1.5200,177.0000,2.2722
2016-06-24,,,0.0000,9.8800,7.3900,13.3300,1016.7000,78.5450,1.9900,181.0000,2.2449
2016-06-25,,,0.0000,9.5000,3.6800,15.1400,1015.7000,62.6300,2.2900,226.0000,2.7748
2016-06-26,,,0.0000,11.9900,6.0500,17.6200,1017.3000,58.4950,1.7200,217.0000,2.8457
2016-06-27,,,0.0000,16.8400,10.6300,23.1400,1009.3000,53.4400,3.6500,250.0000,3.6768
2016-06-28,348.6400,,2.4000,13.5300,11.4400,18.2300,1008.2000,80.3250,1.6300,108.0000,1.4764
2016-06-29,,,7.4000,10.8700,8.3400,14.9800,1012.0000,88.9450,1.2700,173.0000,2.2086
2016-06-30,,,0.0000,15.8600,7.6900,22.6600,1008.0000,55.4900,2.3600,237.0000,3.4157
2016-07-01,,,0.0000,15.6500,13.4500,21.0100,1005.9000,65.2000,1.8500,182.0000,2.6131
2016-07-02,,,3.3000,14.7700,10.1100,20.9300,1002.5000,73.2900,2.9000,178.0000,2.5096
2016-07-03,,,1.3000,13.3800,9.2700,21.3300,1001.8000,72.8150,2.9400,169.0000,2.3079
2016-07-04,,,0.0000,11.3500,6.8200,17.8700,1008.6000,63.2400,2.0400,157.0000,2.0327
2016-07-05,348.6300,,20.4000,8.9700,7.2100,12.2200,1007.4000,81.1050,2.0500,87.0000,1.0562
2016-07-06,,,4.1000,8.5100,7.2300,10.1700,1001.5000,88.1900,1.9400,129.0000,1.5498
2016-07-07,,,1.2000,8.6000,7.4700,10.3800,1006.4000,85.7250,2.0200,176.0000,2.1152
2016-07-08,,,0.0000,8.8700,7.1400,11.4800,1007.0000,85.8700,1.7800,141.0000,1.7073
2016-07-09,,,0.0000,9.3700,7.4700,13.4100,1003.8000,83.0700,1.9700,122.0000,1.5005
2016-07-10,,,7.4000,9.0200,7.8200,11.8000,1002.1000,86.8250,2.2900,119.0000,1.4503
2016-07-11,,,0.0000,13.2800,7.3800,19.5300,1000.0000,71.6450,1.5000,239.0000,3.2584
2016-07-12,348.6100,,0.0000,15.3900,10.3000,24.0500,999.4000,63.7950,1.5900,209.0000,2.9910
2016-07-13,,,0.0000,13.8000,10.3800,18.3100,1003.0000,73.3150,1.9700,184.0000,2.5366
2016-07-14,,,0.0000,9.8300,5.6900,14.6800,1008.4000,81.6650,3.0100,140.0000,1.7404
2016-07-15,,,0.0000,10.1100,7.2300,13.7500,1013.7000,76.1550,2.0400,184.0000,2.2997
2016-07-16,,,33.3000,9.8500,6.9300,12.2300,1004.3000,85.1450,1.9300,121.0000,1.5078
2016-07-17,,,1.8000,10.6700,8.2200,16.1700,999.1000,75.8600,2.6400,129.0000,1.6473
2016-07-18,,,0.0000,8.3200,6.4100,11.1800,1007.3000,83.9600,3.0500,168.0000,2.0018
2016-07-19,348.6500,,0.0000,8.5100,6.5800,11.4000,1015.2000,77.6000,2.0600,175.0000,2.0891
2016-07-20,,,0.0000,10.0900,2.8600,14.6900,1019.3000,68.5550,1.6600,234.0000,2.9157
2016-07-21,,,0.0000,14.9200,6.6400,22.5300,1019.1000,61.4850,1.2100,244.0000,3.4303
2016-07-22,,,0.0000,18.8200,11.6200,26.6600,1019.3000,60.0950,1.6000,275.0000,4.1930
2016-07-23,,,0.0000,18.2400,12.3700,25.0700,1018.2000,58.2950,1.4200,236.0000,3.5594
2016-07-24,,,4.4000,16.3800,12.8200,21.3900,1018.8000,77.7550,1.6200,199.0000,2.8889
2016-07-25,,,2.3000,14.2400,12.0200,17.9100,1016.2000,87.7950,1.1500,168.0000,2.3279
2016-07-26,348.7400,,0.0000,17.1700,12.1000,22.8300,1010.8000,81.2700,1.5400,67.0000,0.9916
2016-07-27,,,4.6000,13.7100,10.7800,18.1500,1008.9000,87.7550,1.6200,111.0000,1.5235
2016-07-28,,,0.0000,13.3000,10.4500,15.7600,1008.1000,88.1800,1.4500,116.0000,1.5771
2016-07-29,,,2.0000,13.8600,11.7800,18.1100,1006.8000,85.0450,1.4800,144.0000,1.9850
2016-07-30,,,0.0000,12.8200,8.3600,19.1000,1005.7000,73.6800,1.4400,167.0000,2.2465
2016-07-31,,,9.0000,11.7900,10.9100,14.6500,1004.1000,84.6550,2.4900,101.0000,1.3251
2016-08-01,,,5.4000,9.3900,8.2900,11.1900,1003.2000,91.5000,2.3300,59.0000,0.7263
2016-08-02,348.8200,,4.8000,10.0200,7.4900,13.8700,1004.7000,85.3450,2.1000,92.0000,1.1516
2016-08-03,,,2.4000,11.2500,8.7100,16.0500,1004.5000,86.6300,1.5200,135.0000,1.7464
2016-08-04,,,0.0000,12.4000,8.6600,17.5900,1003.9000,80.4150,1.0000,179.0000,2.3849
2016-08-05,,,3.3000,12.5800,7.2700,18.2500,1006.9000,76.3350,1.2700,167.0000,2.2322
2016-08-06,,,1.4000,12.0000,9.7700,15.1300,1012.6000,86.8600,1.6200,104.0000,1.3668
2016-08-07,,,1.0000,9.4700,7.7100,12.4100,1008.3000,85.0100,1.0300,96.0000,1.1816
2016-08-08,,,12.3000,10.5500,6.1900,14.3400,992.7000,88.3050,1.8200,83.0000,1.0595
2016-08-09,348.8300,,0.0000,9.1300,7.5600,12.3200,992.3000,85.5600,3.0700,86.0000,1.0562
2016-08-10,,,2.4000,6.8100,4.0400,10.6800,1004.7000,72.7450,2.2300,166.0000,1.8924
2016-08-11,,,2.9000,5.8300,2.9700,8.6200,1006.6000,87.7900,1.6000,106.0000,1.1705
2016-08-12,,,4.2000,6.0800,5.0000,7.9900,1005.7000,90.8550,1.5600,105.0000,1.1693
2016-08-13,,,0.0000,8.5900,5.2100,12.6100,1006.7000,81.6200,1.5500,125.0000,1.5016
2016-08-14,,,0.0000,9.0400,5.7700,12.7000,1014.6000,76.0450,1.3400,162.0000,1.9642
2016-08-15,,,0.0000,8.6600,2.2900,14.7300,1019.7000,74.7800,1.2200,122.0000,1.4597
2016-08-16,348.8300,,0.0000,8.9800,2.9000,13.6800,1024.2001,77.2300,1.3100,208.0000,2.5066
2016-08-17,,,0.0000,11.0400,3.5800,17.0100,1023.6000,72.7050,0.8300,203.0000,2.5903
2016-08-18,,,0.0000,12.3100,5.6500,17.4500,1022.6000,74.1450,1.7900,196.0000,2.5855
2016-08-19,,,0.0000,12.2300,6.4900,17.1400,1019.2000,85.0500,1.7000,139.0000,1.8325
2016-08-20,,,5.2000,13.9700,10.6400,17.1400,1011.7000,83.0700,1.8900,136.0000,1.8760
2016-08-21,,,0.0000,11.8700,9.1100,15.6600,1013.4000,86.4600,1.2300,112.0000,1.4666
2016-08-22,,,0.0000,11.1600,6.5100,16.5600,1015.7000,86.7050,1.3200,149.0000,1.9138
2016-08-23,348.7400,,0.0000,8.8500,7.3300,12.2100,1019.9000,85.8000,2.2200,88.0000,1.0586
2016-08-24,,,0.0000,7.9300,0.2900,14.4100,1021.2000,76.0300,1.3000,154.0000,1.8021
2016-08-25,,,0.0000,8.2900,5.6600,11.7500,1014.4000,83.6600,2.0800,80.0000,0.9492
2016-08-26,,,0.0000,8.9100,6.2400,12.7400,1012.8000,80.5350,1.7900,94.0000,1.1364
2016-08-27,,,1.5000,5.8600,3.8500,10.1400,1005.7000,81.3600,2.8900,61.0000,0.6745
2016-08-28,,,0.0000,5.5000,2.2200,10.3500,1015.3000,80.5750,3.1100,107.0000,1.1638
2016-08-29,,,0.0000,6.5700,2.5500,10.6500,1007.5000,83.2400,1.5600,107.0000,1.2090
2016-08-30,348.6500,,0.0000,6.7200,2.9600,11.0500,1005.4000,84.2850,1.7600,99.0000,1.1251
2016-08-31,,,3.6000,8.2100,1.3900,13.8700,1002.7000,86.9200,1.5000,63.0000,0.7499
2016-09-01,,,4.1000,11.4000,8.6800,14.8000,994.1000,80.0850,2.2700,71.0000,0.9261
2016-09-02,,,2.9000,7.0600,5.4700,10.1300,1002.9000,87.5200,1.5600,82.0000,0.9429
2016-09-03,,,1.5000,6.4900,0.5600,10.5400,1006.6000,79.9900,1.8600,103.0000,1.1615
2016-09-04,,,0.0000,7.4800,4.7100,11.7900,1005.8000,83.1500,2.8900,68.0000,0.7908
2016-09-05,,,0.0000,5.4800,2.9100,8.8600,1016.0000,83.3700,2.8000,95.0000,1.0322
2016-09-06,348.5200,,4.4000,4.1600,-1.4000,8.3900,1008.5000,84.7650,1.5300,74.0000,0.7723
2016-09-07,,,0.0000,8.0200,3.5400,11.1500,999.8000,91.0250,2.1400,39.0000,0.4623
2016-09-08,,,0.0000,8.8500,7.1400,11.3500,1012.9000,86.6850,1.6500,81.0000,0.9775
2016-09-09,,,0.0000,8.7800,3.0200,13.0000,1011.4000,84.6850,1.1500,71.0000,0.8557
2016-09-10,,,0.0000,9.4300,7.4100,12.6800,1010.9000,90.8500,1.0300,67.0000,0.8228
2016-09-11,,,2.1000,9.6500,7.4900,11.7200,1004.9000,89.5158,2.8600,30.0000,0.3717
2016-09-12,,,0.0000,8.3500,7.2900,10.2600,1012.8000,84.1300,3.4100,58.0000,0.6899
2016-09-13,348.3900,,0.0000,7.7500,4.9500,10.5400,1021.1000,82.8550,0.7200,86.0000,1.0010
2016-09-14,,,1.8000,8.6700,5.8500,10.8100,1017.0000,84.0400,1.7300,47.0000,0.5632
2016-09-15,,,0.0000,6.1900,3.1800,9.8100,1022.8000,81.2950,1.9300,70.0000,0.7756
2016-09-16,,,0.0000,5.5000,-0.0700,11.1600,1023.4000,80.7100,1.2700,82.0000,0.8882
2016-09-17,,,0.0000,4.8600,0.2500,8.8400,1020.7000,82.1650,1.2400,93.0000,0.9875
2016-09-18,,,0.0000,9.7800,3.2600,15.2600,1018.6000,77.9400,0.8600,74.0000,0.9145
2016-09-19,,,0.0000,11.0900,9.2200,14.8000,1018.7000,89.0050,0.8500,49.0000,0.6274
2016-09-20,348.3100,,0.0000,10.0600,8.3800,12.2600,1023.6000,87.9316,1.0200,52.0000,0.6462
2016-09-21,,,0.0000,8.8600,5.1000,13.1800,1024.3000,89.1350,1.0500,56.0000,0.6725
2016-09-22,,,0.0000,8.2600,5.9400,10.2000,1023.5000,93.0824,1.2000,38.0000,0.4486
2016-09-23,,,0.0000,7.1600,5.5100,10.0500,1017.6000,86.9250,1.3900,46.0000,0.5268
2016-09-24,,,0.0000,6.1200,3.3400,8.5500,1013.1000,88.1700,1.0700,31.0000,0.3444
2016-09-25,,,2.1000,6.3300,3.6000,8.2400,1013.7000,90.2421,0.9500,41.0000,0.4584
2016-09-26,,,0.0000,9.7100,4.1600,15.6100,1018.0000,83.3900,1.4600,46.0000,0.5675
2016-09-27,348.2500,,0.0000,8.3800,6.0500,11.3300,1014.7000,88.1850,1.3300,27.0000,0.3212
2016-09-28,,,4.2000,8.5400,5.0200,10.6100,994.2000,84.0950,2.9600,24.0000,0.2896
2016-09-29,,,2.7000,7.3700,6.0800,9.1900,983.6000,85.2550,2.3100,23.0000,0.2695
2016-09-30,,,2.0000,5.5500,3.7500,7.6700,974.1000,84.9950,3.1200,26.0000,0.2893
2016-10-01,,,0.0000,6.4700,4.6000,8.3800,988.3000,81.6500,3.1800,36.0000,0.4094
2016-10-02,,,0.0000,3.7400,2.1500,6.5200,1010.1000,81.3800,2.8600,46.0000,0.4728
2016-10-03,,,0.0000,1.4300,-0.0200,4.2100,1031.9000,82.1400,1.7600,42.0000,0.3920
2016-10-04,348.1600,,0.0000,-0.4700,-2.4500,3.9200,1044.6000,75.0150,0.7200,53.0000,0.4556
2016-10-05,,,0.0000,5.7100,-2.1900,9.3600,1038.8000,74.6600,2.5200,39.0000,0.4221
2016-10-06,,,0.0000,8.5000,6.5800,10.5000,1040.4000,90.9750,2.4700,55.0000,0.6488
2016-10-07,,,0.0000,4.4700,1.2400,8.8100,1040.8000,88.8600,0.6400,41.0000,0.4252
2016-10-08,,,0.0000,0.0000,-1.8400,2.6000,1041.7001,90.5300,0.7100,34.0000,0.2984
2016-10-09,,,0.0000,-1.5800,-2.7900,0.5800,1041.5000,91.0053,0.6700,50.0000,0.4112
2016-10-10,,,0.0000,-2.9900,-4.6200,0.2800,1038.3000,90.1842,0.3500,49.0000,0.3799
2016-10-11,348.0400,,0.0000,1.8000,-6.0800,6.9100,1033.9000,87.3350,1.3400,39.0000,0.3688
2016-10-12,,,0.0000,6.4200,3.7500,9.1900,1032.3000,90.2150,2.1400,38.0000,0.4221
2016-10-13,,,0.0000,5.9700,4.0700,8.2900,1033.6000,90.4200,1.2300,24.0000,0.2626
2016-10-14,,,0.0000,2.9300,1.1700,5.7700,1032.8000,90.9294,0.8800,29.0000,0.2861
2016-10-15,,,0.0000,-1.5300,-2.9500,1.5600,1030.3000,92.6500,0.7000,31.0000,0.2573
2016-10-16,,,0.0000,-4.4300,-6.3900,-0.9600,1030.4000,91.5526,0.5900,23.0000,0.1680
2016-10-17,,,0.0000,-4.8100,-6.9000,-3.1900,1027.6000,88.9526,0.8400,35.0000,0.2516
2016-10-18,347.9200,,0.0000,-3.5000,-8.0800,1.9500,1020.9000,91.2750,0.9900,22.0000,0.1686
2016-10-19,,,0.0000,-2.5100,-5.2700,2.3000,1024.8000,91.3941,0.6400,20.0000,0.1597
2016-10-20,,,0.0000,-1.2500,-5.8700,5.2900,1032.4000,91.0375,0.8200,26.0000,0.2180
2016-10-21,,,0.0000,-1.4100,-4.2500,3.4100,1034.5000,90.6600,1.3000,13.0000,0.1081
2016-10-22,,,0.0000,-2.3400,-5.4500,2.9200,1037.8000,84.9100,1.2100,12.0000,0.0958
2016-10-23,,,0.0000,-3.4300,-6.0100,2.0500,1037.5000,83.9900,1.4200,13.0000,0.0989
2016-10-24,,,0.0000,-2.6800,-6.9500,1.5500,1034.1000,86.3550,1.3900,6.0000,0.0473
2016-10-25,347.8000,,0.0000,-0.9300,-4.8200,1.4700,1025.9000,90.7263,0.8400,11.0000,0.0938
2016-10-26,,,0.0000,-3.8500,-6.7600,0.5900,1016.0000,88.2684,1.1000,14.0000,0.1060
2016-10-27,,,0.0000,-1.9300,-7.5900,0.5700,1002.7000,86.6350,1.0600,12.0000,0.0996
2016-10-28,,,0.0000,0.2100,-2.9000,4.1000,995.7000,88.4800,0.9200,11.0000,0.1000
2016-10-29,,,0.0000,-0.5200,-4.6900,2.4000,1008.4000,86.2350,1.4100,14.0000,0.1227
